86043 silly lifecycle find-up@2.1.0~preinstall: no script for preinstall, continuing
87257 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/which
87258 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/global-prefix
87259 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/global-modules
87260 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/npm-paths
87261 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/which-module
87262 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/window-size
87263 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/winston
87264 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/with/node_modules/acorn
87265 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/with
87266 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/word-count
87267 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/wordwrap
87268 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/optimist
87269 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/transformers/node_modules/uglify-js
87270 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/transformers
87271 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/jade
87272 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/lorem-ipsum
87273 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/wrap-ansi
87274 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cliui
87275 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/wrappy
87276 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/once
87277 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/end-of-stream
87278 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/inflight
87279 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/mv/node_modules/glob
87280 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/mv/node_modules/rimraf
87281 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/mv
87282 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/bunyan
87283 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/glob
87284 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/rimraf
87285 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/fabric-client/node_modules/fs-extra
87286 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/fabric-ca-client/node_modules/fs-extra
87287 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/globby
87288 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/del
87289 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/write
87290 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/flat-cache
87291 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/file-entry-cache
87292 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/ws/node_modules/safe-buffer
87293 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/ws
87294 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/x-xss-protection
87295 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/helmet
87296 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/xmlbuilder
87297 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/xml2js
87298 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/xmlcreate
87299 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/strong-error-handler/node_modules/js2xmlparser
87300 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/xtend
87301 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/tar-stream
87302 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/y18n
87303 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/nunjucks/node_modules/yargs
87304 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/nunjucks
87305 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/composer-common
87306 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/composer-wallet-inmemory
87307 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/composer-wallet-filesystem
87308 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/nconf/node_modules/yargs
87309 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/nconf
87310 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/fabric-ca-client
87311 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules/yargs
87312 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc/node_modules/protobufjs
87313 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/grpc
87314 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yallist
87315 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/lru-cache
87316 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/restify
87317 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/fabric-client
87318 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/composer-connector-hlfv1
87319 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/composer-client
87320 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/composer-admin
87321 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cross-spawn
87322 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/execa
87323 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/os-locale
87324 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-globalize/node_modules/os-locale
87325 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules/os-locale
87326 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules/os-locale
87327 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules/os-locale
87328 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules/os-locale
87329 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/eslint
87330 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yamljs
87331 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/strong-globalize
87332 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/strong-error-handler
87333 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting/node_modules/loopback-phase
87334 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-remoting
87335 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/strong-globalize
87336 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-phase
87337 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector-composer/node_modules/loopback-connector
87338 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-passport
87339 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-boot
87340 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger/node_modules/strong-globalize
87341 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-swagger
87342 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules/strong-globalize
87343 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules/strong-globalize
87344 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector
87345 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler
87346 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector-remote
87347 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback
87348 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector-composer
87349 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules/strong-globalize
87350 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer
87351 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs-parser/node_modules/camelcase
87352 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs-parser
87353 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules/ansi-regex
87354 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules/is-fullwidth-code-point
87355 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules/os-locale
87356 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules/strip-ansi
87357 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules/string-width
87358 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs
87359 silly finalize /usr/local/lib/node_modules/composer-rest-server
87360 silly doSerial build 939
87361 silly build @protobufjs/aspromise@1.1.2
87362 info linkStuff @protobufjs/aspromise@1.1.2
87363 silly linkStuff @protobufjs/aspromise@1.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
87364 silly linkStuff @protobufjs/aspromise@1.1.2 is part of a global install
87365 silly linkStuff @protobufjs/aspromise@1.1.2 is installed into a global node_modules
87366 verbose linkBins @protobufjs/aspromise@1.1.2
87367 verbose linkMans @protobufjs/aspromise@1.1.2
87368 silly build @protobufjs/base64@1.1.2
87369 info linkStuff @protobufjs/base64@1.1.2
87370 silly linkStuff @protobufjs/base64@1.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
87371 silly linkStuff @protobufjs/base64@1.1.2 is part of a global install
87372 silly linkStuff @protobufjs/base64@1.1.2 is installed into a global node_modules
87373 verbose linkBins @protobufjs/base64@1.1.2
87374 verbose linkMans @protobufjs/base64@1.1.2
87375 silly build @protobufjs/codegen@1.0.8
87376 info linkStuff @protobufjs/codegen@1.0.8
87377 silly linkStuff @protobufjs/codegen@1.0.8 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
87378 silly linkStuff @protobufjs/codegen@1.0.8 is part of a global install
87379 silly linkStuff @protobufjs/codegen@1.0.8 is installed into a global node_modules
87380 verbose linkBins @protobufjs/codegen@1.0.8
87381 verbose linkMans @protobufjs/codegen@1.0.8
87382 silly build @protobufjs/eventemitter@1.1.0
87383 info linkStuff @protobufjs/eventemitter@1.1.0
87384 silly linkStuff @protobufjs/eventemitter@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
87385 silly linkStuff @protobufjs/eventemitter@1.1.0 is part of a global install
87386 silly linkStuff @protobufjs/eventemitter@1.1.0 is installed into a global node_modules
